,Description - Negative test1,Open VOICE Policy - Home (VOICE),5,Customer Payment,Reassignable indefinitely,Renews Indefinitely,No,2,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Name: This field is required
Name,Description - Negative test2,Open VOICE Policy - Home (VOICE),5,Customer Payment,,Renews Indefinitely,No,2,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Shareable/Assignable
name,Description - Negative test3,,5,Customer,Reassignable indefinitely,Renews Indefinitely,No,2,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Service Policy: This field is required 
name,Description - Negative test4,,5,Customer Payment,Reassignable indefinitely,Renews Indefinitely,No,2,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Service Policy
Name,Description - Negative test5,Open VOICE Policy - Home (VOICE),5,Customer Payment,,Renews Indefinitely,No,2,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Shareable/Assignable
name,Description - Negative test6,Open VOICE Policy - Home (VOICE),5,Customer Payment,Reassignable indefinitely,,No,2,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Renewal: This field is required
name,Description - Negative test7,Open VOICE Policy - Home (VOICE),5,Customer Payment,Reassignable indefinitely,Renews Indefinitely,,2,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Aligned to account
name,Description - Negative test8,Open VOICE Policy - Home (VOICE),5,Customer Payment,Reassignable indefinitely,Renews Indefinitely,No,,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Plan Duration
name,Description - Negative test9,Open VOICE Policy - Home (VOICE),5,Customer Payment,Reassignable indefinitely,Renews Indefinitely,No,2,,Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Plan Duration
name,Description - Negative test10,Open VOICE Policy - Home (VOICE),5,Customer Payment,Reassignable indefinitely,Renews Indefinitely,Yes,2,Minute(s),,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,Voice Plan,Prorated on first cycle*: This field is required 
name,Description - Negative test12,Open VOICE Policy - Home (VOICE),5,Customer Payment,Reassignable indefinitely,Renews Indefinitely,No,2,Minute(s),Yes,Custom,Display Both Unit and Cycle Data,Yes,1.11,1.11,,Tax Code
